"","ensembl_gene_id","entrezgene_id","hgnc_symbol","gene_biotype","chromosome_name","start_position","end_position"
"1579","ENSG00000104714",157697,"ERICH1","protein_coding","8",614746,738106
"1580","ENSG00000203883",54345,"SOX18","protein_coding","20",64047582,64049639
"1581","ENSG00000154930",84532,"ACSS1","protein_coding","20",25006230,25058980
"1582","ENSG00000141959",5211,"PFKL","protein_coding","21",44300051,44327376
"1583","ENSG00000155975",137492,"VPS37A","protein_coding","8",17246931,17302427
"1584","ENSG00000121741",7750,"ZMYM2","protein_coding","13",19958677,20091829
"1585","ENSG00000285327",389610,"XKR5","protein_coding","HG76_PATCH",203788,230788
"1586","ENSG00000285176",728358,"DEFA1B","protein_coding","HG76_PATCH",391880,394315
"1587","ENSG00000137074",54840,"APTX","protein_coding","9",32886601,33025130
"1588","ENSG00000165309",219681,"ARMC3","protein_coding","10",22928024,23038523
"1589","ENSG00000292275",128966604,"FAM90A19","protein_coding","HG76_PATCH",651991,655001
"1590","ENSG00000292275",128966593,"FAM90A19","protein_coding","HG76_PATCH",651991,655001
"1591","ENSG00000292275",124906764,"FAM90A19","protein_coding","HG76_PATCH",651991,655001
"1592","ENSG00000292275",124906763,"FAM90A19","protein_coding","HG76_PATCH",651991,655001
"1593","ENSG00000292275",124906759,"FAM90A19","protein_coding","HG76_PATCH",651991,655001
"1594","ENSG00000292275",124906754,"FAM90A19","protein_coding","HG76_PATCH",651991,655001
"1595","ENSG00000292275",728753,"FAM90A19","protein_coding","HG76_PATCH",651991,655001
"1596","ENSG00000285832",441327,"FAM90A7","protein_coding","HG76_PATCH",659638,662649
"1597","ENSG00000285832",441317,"FAM90A7","protein_coding","HG76_PATCH",659638,662649
"1598","ENSG00000292276",441328,"FAM90A10","protein_coding","HG76_PATCH",667287,670298
"1599","ENSG00000284870",100133251,"PRR23D1","protein_coding","HG76_PATCH",676902,679724
"1600","ENSG00000284870",100131608,"PRR23D1","protein_coding","HG76_PATCH",676902,679724
"1601","ENSG00000284979",124906743,"DEFB107B","protein_coding","HG76_PATCH",710045,723442
"1602","ENSG00000284979",503614,"DEFB107B","protein_coding","HG76_PATCH",710045,723442
"1603","ENSG00000284979",245910,"DEFB107B","protein_coding","HG76_PATCH",710045,723442
"1604","ENSG00000285617",124906749,"DEFB106B","protein_coding","HG76_PATCH",732952,736848
"1605","ENSG00000285617",503841,"DEFB106B","protein_coding","HG76_PATCH",732952,736848
"1606","ENSG00000285617",245909,"DEFB106B","protein_coding","HG76_PATCH",732952,736848
"1607","ENSG00000285034",124906746,"DEFB104B","protein_coding","HG76_PATCH",744268,749041
"1608","ENSG00000285034",503618,"DEFB104B","protein_coding","HG76_PATCH",744268,749041
"1609","ENSG00000285034",140596,"DEFB104B","protein_coding","HG76_PATCH",744268,749041
"1610","ENSG00000285376",124906744,"DEFB103B","protein_coding","HG76_PATCH",789017,790478
"1611","ENSG00000285376",414325,"DEFB103B","protein_coding","HG76_PATCH",789017,790478
"1612","ENSG00000285376",55894,"DEFB103B","protein_coding","HG76_PATCH",789017,790478
"1613","ENSG00000285433",124906748,"DEFB4B","protein_coding","HG76_PATCH",802503,804519
"1614","ENSG00000285433",100289462,"DEFB4B","protein_coding","HG76_PATCH",802503,804519
"1615","ENSG00000285433",1673,"DEFB4B","protein_coding","HG76_PATCH",802503,804519
"1616","ENSG00000179600",122876,"GPHB5","protein_coding","14",63312835,63318935
"1617","ENSG00000133454",84700,"MYO18B","protein_coding","22",25742144,26031045
"1618","ENSG00000284781",645402,"USP17L4","protein_coding","HG76_PATCH",880674,882266
"1619","ENSG00000284781",392188,"USP17L4","protein_coding","HG76_PATCH",880674,882266
"1620","ENSG00000284806",645836,"USP17L1","protein_coding","HG76_PATCH",885400,886992
"1621","ENSG00000284806",401447,"USP17L1","protein_coding","HG76_PATCH",885400,886992
"1622","ENSG00000284799",NA,"FAM90A20P","protein_coding","HG76_PATCH",921337,924347
"1623","ENSG00000285074",124906723,"FAM90A3P","protein_coding","HG76_PATCH",928959,931969
"1624","ENSG00000285795",124906757,"FAM90A23","protein_coding","HG76_PATCH",940729,943739
"1625","ENSG00000285795",645572,"FAM90A23","protein_coding","HG76_PATCH",940729,943739
"1626","ENSG00000020426",4331,"MNAT1","protein_coding","14",60734742,60969965
"1627","ENSG00000101134",55816,"DOK5","protein_coding","20",54475593,54651169
"1628","ENSG00000248235",NA,"","protein_coding","8",22589274,22602084
"1629","ENSG00000284991",392197,"USP17L7","protein_coding","HG76_PATCH",1212926,1214106
"1630","ENSG00000285124",728957,"ZNF705D","protein_coding","HG76_PATCH",1226731,1252914
"1631","ENSG00000285249",100133267,"DEFB130B","protein_coding","HG76_PATCH",1270186,1277539
"1632","ENSG00000285249",245940,"DEFB130B","protein_coding","HG76_PATCH",1270186,1277539
"1633","ENSG00000284754",613211,"DEFB134","protein_coding","HG76_PATCH",1347265,1354844
"1634","ENSG00000285365",613209,"DEFB135","protein_coding","HG76_PATCH",1363428,1365762
"1635","ENSG00000159167",6781,"STC1","protein_coding","8",23841929,23854806
"1636","ENSG00000285087",613210,"DEFB136","protein_coding","HG76_PATCH",1373422,1374084
"1637","ENSG00000285132",1508,"CTSB","protein_coding","HG76_PATCH",1478526,1505569
"1638","ENSG00000137770",51496,"CTDSPL2","protein_coding","15",44427622,44529038
"1639","ENSG00000104228",23087,"TRIM35","protein_coding","8",27284886,27311272
"1640","ENSG00000158470",9334,"B4GALT5","protein_coding","20",49632945,49713878
"1641","ENSG00000267909",56936,"CCDC177","protein_coding","14",69569799,69574871
"1642","ENSG00000198042",84549,"MAK16","protein_coding","8",33485182,33501262
"1643","ENSG00000020256",55734,"ZFP64","protein_coding","20",52051663,52204308
"1644","ENSG00000179476",122525,"C14orf28","protein_coding","14",44897275,44907257
"1645","ENSG00000284967",2222,"FDFT1","protein_coding","HG76_PATCH",1508591,1552526
"1646","ENSG00000160226",755,"CFAP410","protein_coding","21",44328944,44339402
"1647","ENSG00000292286",252969,"NEIL2","protein_coding","HG76_PATCH",1560751,1578461
"1648","ENSG00000147421",79618,"HMBOX1","protein_coding","8",28890395,29064764
"1649","ENSG00000119599",26094,"DCAF4","protein_coding","14",72926377,72959703
"1650","ENSG00000285109",2626,"GATA4","protein_coding","HG76_PATCH",1588081,1671110
"1651","ENSG00000157456",9133,"CCNB2","protein_coding","15",59105126,59125045
"1652","ENSG00000285369",640,"BLK","protein_coding","HG76_PATCH",1783517,1861180
"1653","ENSG00000150867",5305,"PIP4K2A","protein_coding","10",22534854,22714578
"1654","ENSG00000292288",83648,"FAM167A","protein_coding","HG76_PATCH",1872186,1927098
"1655","ENSG00000150456",221143,"EEF1AKMT1","protein_coding","13",20728731,20773961
"1656","ENSG00000285084",83650,"SLC35G5","protein_coding","HG76_PATCH",2014637,2015957
"1657","ENSG00000285032",66036,"MTMR9","protein_coding","HG76_PATCH",2018699,2062035
"1658","ENSG00000284927",286046,"XKR6","protein_coding","HG76_PATCH",2145097,2451195
"1659","ENSG00000284764",54984,"PINX1","protein_coding","HG76_PATCH",2507376,2582240
"1660","ENSG00000150457",26524,"LATS2","protein_coding","13",20973036,21061586
"1661","ENSG00000292296",54984,"PINX1","protein_coding","HG76_PATCH",2507416,2621779
"1662","ENSG00000285438",83595,"SOX7","protein_coding","HG76_PATCH",2616667,2623410
"1663","ENSG00000292297",94137,"RP1L1","protein_coding","HG76_PATCH",2635005,2740690
"1664","ENSG00000160233",81543,"LRRC3","protein_coding","21",44455510,44462196
"1665","ENSG00000285147",203076,"C8orf74","protein_coding","HG76_PATCH",2646603,2674481
"1666","ENSG00000101115",57167,"SALL4","protein_coding","20",51782331,51802521
"1667","ENSG00000175894",54084,"TSPEAR","protein_coding","21",44497893,44711572
"1668","ENSG00000285141",203074,"PRSS55","protein_coding","HG76_PATCH",2792885,2821515
"1669","ENSG00000292298",346702,"PRSS51","protein_coding","HG76_PATCH",2799466,2864146
"1670","ENSG00000284476",NA,"","protein_coding","HSCHR11_1_CTG1_2",5054,5302
"1671","ENSG00000151849",55835,"CENPJ","protein_coding","13",24882279,24922889
"1672","ENSG00000280931",120065,"OR5P2","protein_coding","HSCHR11_1_CTG1_2",16773,17841
"1673","ENSG00000171989",92483,"LDHAL6B","protein_coding","15",59206843,59208588
"1674","ENSG00000280808",120066,"OR5P3","protein_coding","HSCHR11_1_CTG1_2",55808,61828
"1675","ENSG00000280899",390093,"OR10A6","protein_coding","HSCHR11_1_CTG1_2",155586,162262
"1676","ENSG00000285372",8658,"TNKS","protein_coding","HG76_PATCH",3566718,3795557
"1677","ENSG00000281680",26496,"OR10A3","protein_coding","HSCHR11_1_CTG1_2",168165,172702
"1678","ENSG00000281166",338322,"NLRP10","protein_coding","HSCHR11_1_CTG1_2",188531,196420
"1679","ENSG00000166200",9318,"COPS2","protein_coding","15",49106068,49155661
"1680","ENSG00000101144",655,"BMP7","protein_coding","20",57168753,57266641
"1681","ENSG00000285343",79660,"PPP1R3B","protein_coding","HG76_PATCH",4200055,4215375
"1682","ENSG00000292301",90459,"ERI1","protein_coding","HG76_PATCH",4234900,4349141
"1683","ENSG00000179133",256815,"C10orf67","protein_coding","10",23202696,23344845
"1684","ENSG00000285022",9258,"MFHAS1","protein_coding","HG76_PATCH",4458341,4568641
"1685","ENSG00000285098",137075,"CLDN23","protein_coding","HG76_PATCH",4648031,4650190
"1686","ENSG00000292308",157285,"PRAG1","protein_coding","HG76_PATCH",4961412,5030116
"1687","ENSG00000198610",1109,"AKR1C4","protein_coding","10",5195462,5218949
"1688","ENSG00000215455",386677,"KRTAP10-1","protein_coding","21",44538981,44540195
"1689","ENSG00000205445",386679,"KRTAP10-2","protein_coding","21",44550357,44551505
"1690","ENSG00000212935",386682,"KRTAP10-3","protein_coding","21",44557790,44558795
"1691","ENSG00000292320",112268390,"","protein_coding","HG76_PATCH",5311003,5316232
"1692","ENSG00000241123",386680,"KRTAP10-5","protein_coding","21",44579455,44580604
"1693","ENSG00000285962",128966604,"FAM90A9","protein_coding","HG76_PATCH",5318650,5323880
"1694","ENSG00000285962",124906759,"FAM90A9","protein_coding","HG76_PATCH",5318650,5323880
"1695","ENSG00000285962",124906754,"FAM90A9","protein_coding","HG76_PATCH",5318650,5323880
"1696","ENSG00000285962",645572,"FAM90A9","protein_coding","HG76_PATCH",5318650,5323880
"1697","ENSG00000285962",441327,"FAM90A9","protein_coding","HG76_PATCH",5318650,5323880
"1698","ENSG00000188155",386674,"KRTAP10-6","protein_coding","21",44591268,44592505
"1699","ENSG00000292321",728746,"FAM90A17","protein_coding","HG76_PATCH",5326308,5331536
"1700","ENSG00000272804",386675,"KRTAP10-7","protein_coding","21",44600597,44602174
"1701","ENSG00000132631",140856,"SCP2D1","protein_coding","20",18813783,18814378
"1702","ENSG00000292322",441323,"FAM90A16","protein_coding","HG76_PATCH",5333956,5339186
"1703","ENSG00000187766",386681,"KRTAP10-8","protein_coding","21",44612079,44612954
"1704","ENSG00000221859",353333,"KRTAP10-10","protein_coding","21",44637356,44638455
"1705","ENSG00000292323",128966604,"","protein_coding","HG76_PATCH",5341604,5346834
"1706","ENSG00000292323",124906759,"","protein_coding","HG76_PATCH",5341604,5346834
"1707","ENSG00000292323",124906754,"","protein_coding","HG76_PATCH",5341604,5346834
"1708","ENSG00000243489",386678,"KRTAP10-11","protein_coding","21",44646414,44647650
"1709","ENSG00000292324",128966604,"","protein_coding","HG76_PATCH",5349252,5354482
"1710","ENSG00000292324",124906759,"","protein_coding","HG76_PATCH",5349252,5354482
"1711","ENSG00000292324",124906754,"","protein_coding","HG76_PATCH",5349252,5354482
"1712","ENSG00000125533",128408,"BHLHE23","protein_coding","20",63005927,63007035
"1713","ENSG00000212933",386684,"KRTAP12-4","protein_coding","21",44654213,44654659
"1714","ENSG00000292325",441317,"FAM90A7","protein_coding","HG76_PATCH",5356900,5362130
"1715","ENSG00000205439",386683,"KRTAP12-3","protein_coding","21",44657932,44658341
"1716","ENSG00000292326",NA,"","protein_coding","HG76_PATCH",5364550,5369780
"1717","ENSG00000221864",353323,"KRTAP12-2","protein_coding","21",44666189,44666927
"1718","ENSG00000284975",377630,"USP17L2","protein_coding","HG76_PATCH",1208211,1209797
"1719","ENSG00000050130",51528,"JKAMP","protein_coding","14",59484443,59505410
"1720","ENSG00000292386",100132396,"ZNF705G","protein_coding","HG76_PATCH",833818,863864
"1721","ENSG00000292386",100131980,"ZNF705G","protein_coding","HG76_PATCH",833818,863864
"1722","ENSG00000187175",353332,"KRTAP12-1","protein_coding","21",44681576,44682163
"1723","ENSG00000292388",100133251,"PRR23D2","protein_coding","HG76_PATCH",5375815,5378636
"1724","ENSG00000292388",100131608,"PRR23D2","protein_coding","HG76_PATCH",5375815,5378636
"1725","ENSG00000284431",NA,"","protein_coding","22",40346529,40410054
"1726","ENSG00000285432",124906743,"DEFB107A","protein_coding","HG76_PATCH",5408965,5412971
"1727","ENSG00000285432",503614,"DEFB107A","protein_coding","HG76_PATCH",5408965,5412971
"1728","ENSG00000285432",245910,"DEFB107A","protein_coding","HG76_PATCH",5408965,5412971
"1729","ENSG00000285411",124906747,"DEFB105A","protein_coding","HG76_PATCH",5418258,5421134
"1730","ENSG00000285411",504180,"DEFB105A","protein_coding","HG76_PATCH",5418258,5421134
"1731","ENSG00000285411",245908,"DEFB105A","protein_coding","HG76_PATCH",5418258,5421134
"1732","ENSG00000179242",1002,"CDH4","protein_coding","20",61252261,61940617
"1733","ENSG00000184787",7327,"UBE2G2","protein_coding","21",44768580,44801826
"1734","ENSG00000284937",124906749,"DEFB106A","protein_coding","HG76_PATCH",5422393,5426347
"1735","ENSG00000284937",503841,"DEFB106A","protein_coding","HG76_PATCH",5422393,5426347
"1736","ENSG00000284937",245909,"DEFB106A","protein_coding","HG76_PATCH",5422393,5426347
"1737","ENSG00000285356",124906746,"DEFB104A","protein_coding","HG76_PATCH",5433729,5438536
"1738","ENSG00000285356",503618,"DEFB104A","protein_coding","HG76_PATCH",5433729,5438536
"1739","ENSG00000285356",140596,"DEFB104A","protein_coding","HG76_PATCH",5433729,5438536
"1740","ENSG00000288309",124906741,"SPAG11A","protein_coding","HG76_PATCH",5445169,5466154
"1741","ENSG00000288309",653423,"SPAG11A","protein_coding","HG76_PATCH",5445169,5466154
"1742","ENSG00000288309",10407,"SPAG11A","protein_coding","HG76_PATCH",5445169,5466154
"1743","ENSG00000100359",27352,"SGSM3","protein_coding","22",40370591,40410289
"1744","ENSG00000172728",84750,"FUT10","protein_coding","8",33370824,33473146
"1745","ENSG00000284978",124906744,"DEFB103A","protein_coding","HG76_PATCH",5478679,5479951
"1746","ENSG00000284978",414325,"DEFB103A","protein_coding","HG76_PATCH",5478679,5479951
"1747","ENSG00000284978",55894,"DEFB103A","protein_coding","HG76_PATCH",5478679,5479951
"1748","ENSG00000285181",124906748,"DEFB4A","protein_coding","HG76_PATCH",5491964,5493999
"1749","ENSG00000285181",100289462,"DEFB4A","protein_coding","HG76_PATCH",5491964,5493999
"1750","ENSG00000285181",1673,"DEFB4A","protein_coding","HG76_PATCH",5491964,5493999
"1751","ENSG00000285286",100132396,"ZNF705B","protein_coding","HG76_PATCH",5523302,5550862
"1752","ENSG00000285286",100131980,"ZNF705B","protein_coding","HG76_PATCH",5523302,5550862
"1753","ENSG00000285497",392197,"USP17L8","protein_coding","HG76_PATCH",5570104,5571696
"1754","ENSG00000285497",392188,"USP17L8","protein_coding","HG76_PATCH",5570104,5571696
"1755","ENSG00000284990",645836,"USP17L3","protein_coding","HG76_PATCH",5574835,5576427
"1756","ENSG00000284990",401447,"USP17L3","protein_coding","HG76_PATCH",5574835,5576427
"1757","ENSG00000204740",340895,"MALRD1","protein_coding","10",19048801,19790401
"1758","ENSG00000285397",128966622,"FAM86B2","protein_coding","HG76_PATCH",5619750,5631669
"1759","ENSG00000285397",653333,"FAM86B2","protein_coding","HG76_PATCH",5619750,5631669
"1760","ENSG00000285360",91694,"LONRF1","protein_coding","HG76_PATCH",5917253,5951436
"1761","ENSG00000156687",137970,"UNC5D","protein_coding","8",35235475,35796550
"1762","ENSG00000180730",387914,"SHISA2","protein_coding","13",26044597,26052016
"1763","ENSG00000133105",122042,"RXFP2","protein_coding","13",31739526,31803389
"1764","ENSG00000148488",338596,"ST8SIA6","protein_coding","10",17315421,17454595
"1765","ENSG00000284872",57604,"TRMT9B","protein_coding","HG76_PATCH",6141094,6226932
"1766","ENSG00000183255",754,"PTTG1IP","protein_coding","21",44849585,44873903
"1767","ENSG00000288673",10395,"DLC1","protein_coding","HG76_PATCH",6278952,6328924
"1768","ENSG00000284980",55326,"AGPAT5","protein_coding","HG76_PATCH",103912,156773
"1769","ENSG00000284881",1672,"DEFB1","protein_coding","HG76_PATCH",265839,273168
"1770","ENSG00000285136",1671,"DEFA6","protein_coding","HG76_PATCH",319821,321199
"1771","ENSG00000285318",1669,"DEFA4","protein_coding","HG76_PATCH",330943,333429
"1772","ENSG00000284983",1667,"DEFA1","protein_coding","HG76_PATCH",372762,375192
"1773","ENSG00000101079",57446,"NDRG3","protein_coding","20",36651766,36746090
"1774","ENSG00000284835",1668,"DEFA3","protein_coding","HG76_PATCH",410989,413421
"1775","ENSG00000285015",124906747,"DEFB105B","protein_coding","HG76_PATCH",729759,731673
"1776","ENSG00000285015",504180,"DEFB105B","protein_coding","HG76_PATCH",729759,731673
"1777","ENSG00000285015",245908,"DEFB105B","protein_coding","HG76_PATCH",729759,731673
"1778","ENSG00000136750",2572,"GAD2","protein_coding","10",26216665,26304558
"1779","ENSG00000285507",124906741,"SPAG11B","protein_coding","HG76_PATCH",755674,776680
"1780","ENSG00000285507",653423,"SPAG11B","protein_coding","HG76_PATCH",755674,776680
"1781","ENSG00000285507",10407,"SPAG11B","protein_coding","HG76_PATCH",755674,776680
"1782","ENSG00000284958",NA,"DEFB108C","protein_coding","HG76_PATCH",841880,846265
"1783","ENSG00000284851",641517,"DEFB109B","protein_coding","HG76_PATCH",899268,906641
"1784","ENSG00000284926",124905442,"DEFB109D","protein_coding","HG76_PATCH",1188133,1195260
"1785","ENSG00000284926",124900661,"DEFB109D","protein_coding","HG76_PATCH",1188133,1195260
"1786","ENSG00000285038",NA,"DEFB109C","protein_coding","HG76_PATCH",5588558,5595707
"1787","ENSG00000137834",4091,"SMAD6","protein_coding","15",66702236,66782849
"1788","ENSG00000292438",NA,"","protein_coding","HG76_PATCH",948377,951387
"1789","ENSG00000285316",85002,"FAM86B1","protein_coding","HG76_PATCH",1151152,1161564
"1790","ENSG00000164989",203238,"CCDC171","protein_coding","9",15553043,16061663
"1791","ENSG00000131831",10742,"RAI2","protein_coding","X",17800049,17861337
"1792","ENSG00000186866",23275,"POFUT2","protein_coding","21",45263928,45287898
"1793","ENSG00000073910",10129,"FRY","protein_coding","13",31846713,32299125
"1794","ENSG00000126785",57381,"RHOJ","protein_coding","14",63204114,63293508
"1795","ENSG00000047230",56474,"CTPS2","protein_coding","X",16587999,16712936
"1796","ENSG00000137776",79811,"SLTM","protein_coding","15",58879050,58933679
"1797","ENSG00000133422",22880,"MORC2","protein_coding","22",30925130,30968774
"1798","ENSG00000180008",122809,"SOCS4","protein_coding","14",55027230,55049489
"1799","ENSG00000038945",4481,"MSR1","protein_coding","8",16107878,16567490
"1800","ENSG00000140015",27133,"KCNH5","protein_coding","14",62699464,63102037
"1801","ENSG00000107295",6456,"SH3GL2","protein_coding","9",17579066,17797124
"1802","ENSG00000150051",283078,"MKX","protein_coding","10",27672874,27746060
"1803","ENSG00000214042",3444,"IFNA7","protein_coding","9",21201469,21202205
"1804","ENSG00000281518",100132074,"FOXO6","protein_coding","HG986_PATCH",111107,133486
"1805","ENSG00000100647",9766,"SUSD6","protein_coding","14",69611596,69715144
"1806","ENSG00000153714",286343,"LURAP1L","protein_coding","9",12775020,12823060
"1807","ENSG00000263761",2658,"GDF2","protein_coding","10",47322454,47327588
"1808","ENSG00000171858",6227,"RPS21","protein_coding","20",62387103,62388520
"1809","ENSG00000169906",795,"S100G","protein_coding","X",16650158,16654670
"1810","ENSG00000258989",NA,"","protein_coding","14",61529128,61657964
"1811","ENSG00000169126",55130,"ODAD2","protein_coding","10",27775186,27999079
"1812","ENSG00000183570",54039,"PCBP3","protein_coding","21",45643694,45942454
"1813","ENSG00000187516",25763,"H2AP","protein_coding","X",37990779,37991314
"1814","ENSG00000086102",4799,"NFX1","protein_coding","9",33290512,33371157
"1815","ENSG00000102218",6102,"RP2","protein_coding","X",46837043,46882358
"1816","ENSG00000087510",7022,"TFAP2C","protein_coding","20",56629306,56639283
"1817","ENSG00000273953",26496,"OR10A3","protein_coding","HSCHR11_1_CTG5",170035,171095
"1818","ENSG00000276025",120065,"OR5P2","protein_coding","HSCHR11_1_CTG5",16773,17841
"1819","ENSG00000278253",120066,"OR5P3","protein_coding","HSCHR11_1_CTG5",45905,46840
"1820","ENSG00000276451",390093,"OR10A6","protein_coding","HSCHR11_1_CTG5",159134,160163
"1821","ENSG00000276780",338322,"NLRP10","protein_coding","HSCHR11_1_CTG5",190925,196927
"1822","ENSG00000012174",51360,"MBTPS2","protein_coding","X",21839617,21885423
"1823","ENSG00000092964",1808,"DPYSL2","protein_coding","8",26514031,26658178
"1824","ENSG00000183628",8214,"DGCR6","protein_coding","22",18906028,18914238
"1825","ENSG00000129521",112399,"EGLN3","protein_coding","14",33924227,34462774
"1826","ENSG00000184402",26039,"SS18L1","protein_coding","20",62143769,62182514
"1827","ENSG00000182798",645864,"MAGEB17","protein_coding","X",16167481,16171464
"1828","ENSG00000083642",23047,"PDS5B","protein_coding","13",32586452,32778019
"1829","ENSG00000101361",10528,"NOP56","protein_coding","20",2652593,2658393
"1830","ENSG00000138593",9728,"SECISBP2L","protein_coding","15",48988476,49046447
"1831","ENSG00000189132",170062,"FAM47B","protein_coding","X",34942796,34944915
"1832","ENSG00000102098",10389,"SCML2","protein_coding","X",18239313,18354688
"1833","ENSG00000283809",NA,"","protein_coding","22",18906238,18947732
"1834","ENSG00000077943",8516,"ITGA8","protein_coding","10",15513954,15719922
"1835","ENSG00000278545",220972,"MARCHF8","protein_coding","HSCHR10_1_CTG2",295418,305158
"1836","ENSG00000165389",171546,"SPTSSA","protein_coding","14",34432788,34462240
"1837","ENSG00000277495",79290,"OR13A1","protein_coding","HSCHR10_1_CTG2",127422,140376
"1838","ENSG00000275565",240,"ALOX5","protein_coding","HSCHR10_1_CTG2",215007,286950
"1839","ENSG00000170345",2353,"FOS","protein_coding","14",75278826,75282230
"1840","ENSG00000189306",27341,"RRP7A","protein_coding","22",42508344,42519796
"1841","ENSG00000183690",80258,"EFHC2","protein_coding","X",44147872,44343672
"1842","ENSG00000107105",1993,"ELAVL2","protein_coding","9",23690104,23826337
"1843","ENSG00000184012",124905021,"TMPRSS2","protein_coding","21",41464300,41531116
"1844","ENSG00000184012",7113,"TMPRSS2","protein_coding","21",41464300,41531116
"1845","ENSG00000175985",400224,"PLEKHD1","protein_coding","14",69484692,69531551
"1846","ENSG00000274538",7262,"PHLDA2","protein_coding","HSCHR11_1_CTG7",160388,161570
"1847","ENSG00000148482",221074,"SLC39A12","protein_coding","10",17951839,18043292
"1848","ENSG00000278191",833,"CARS1","protein_coding","HSCHR11_1_CTG7",231984,288645
"1849","ENSG00000100246",10126,"DNAL4","protein_coding","22",38778508,38794198
"1850","ENSG00000180182",9282,"MED14","protein_coding","X",40648305,40735858
"1851","ENSG00000253797",9724,"UTP14C","protein_coding","13",52024691,52033600
"1852","ENSG00000119681",4053,"LTBP2","protein_coding","14",74498183,74612378
"1853","ENSG00000102786",26512,"INTS6","protein_coding","13",51354077,51454264
"1854","ENSG00000221890",23467,"NPTXR","protein_coding","22",38818452,38844028
"1855","ENSG00000103657",8925,"HERC1","protein_coding","15",63608618,63833948
"1856","ENSG00000282076",3784,"KCNQ1","protein_coding","HSCHR11_1_CTG7",1031,81275
"1857","ENSG00000183741",23466,"CBX6","protein_coding","22",38861422,38872249
"1858","ENSG00000273562",4676,"NAP1L4","protein_coding","HSCHR11_1_CTG7",175479,223447
"1859","ENSG00000137106",9380,"GRHPR","protein_coding","9",37422666,37436990
"1860","ENSG00000147454",51312,"SLC25A37","protein_coding","8",23528956,23575463
"1861","ENSG00000273707",1028,"CDKN1C","protein_coding","HSCHR11_1_CTG7",115392,118091
"1862","ENSG00000179750",9582,"APOBEC3B","protein_coding","22",38982347,38992804
"1863","ENSG00000276130",5002,"SLC22A18","protein_coding","HSCHR11_1_CTG7",131932,157362
"1864","ENSG00000285029",255649,"OOSP1","protein_coding","HSCHR11_1_CTG3_1",28087,47135
"1865","ENSG00000285375",112577462,"OOSP4A","protein_coding","HSCHR11_1_CTG3_1",53688,59801
"1866","ENSG00000101096",4773,"NFATC2","protein_coding","20",51386957,51562831
"1867","ENSG00000285463",107987155,"OOSP4B","protein_coding","HSCHR11_1_CTG3_1",67675,120732
"1868","ENSG00000285422",219990,"OOSP2","protein_coding","HSCHR11_1_CTG3_1",130064,137702
"1869","ENSG00000284903",932,"MS4A3","protein_coding","HSCHR11_1_CTG3_1",150459,165004
"1870","ENSG00000177669",619373,"MBOAT4","protein_coding","8",30131671,30144665
"1871","ENSG00000147459",80005,"DOCK5","protein_coding","8",25184689,25418082
"1872","ENSG00000172671",93550,"ZFAND4","protein_coding","10",45615500,45672780
"1873","ENSG00000244509",27350,"APOBEC3C","protein_coding","22",39014257,39020352
"1874","ENSG00000284554",NA,"","protein_coding","22",39014363,39033276
"1875","ENSG00000147119",56548,"CHST7","protein_coding","X",46573765,46598496
"1876","ENSG00000128394",200316,"APOBEC3F","protein_coding","22",39040604,39055972
"1877","ENSG00000273820",389856,"USP27X","protein_coding","X",49879484,49882558
"1878","ENSG00000171365",1184,"CLCN5","protein_coding","X",49922596,50099235
"1879","ENSG00000239713",60489,"APOBEC3G","protein_coding","22",39077067,39087743
"1880","ENSG00000119121",140803,"TRPM6","protein_coding","9",74722495,74888094
"1881","ENSG00000188779",390598,"SKOR1","protein_coding","15",67819704,67834582
"1882","ENSG00000165898",122961,"ISCA2","protein_coding","14",74493756,74497106
"1883","ENSG00000157601",4599,"MX1","protein_coding","21",41420020,41470071
"1884","ENSG00000278489",440021,"KRTAP5-2","protein_coding","HSCHR11_1_CTG6",79414,80531
"1885","ENSG00000280759",161,"AP2A2","protein_coding","HSCHR11_2_CTG1",3478,74982
"1886","ENSG00000100324",10454,"TAB1","protein_coding","22",39399778,39437060
"1887","ENSG00000275920",387266,"KRTAP5-3","protein_coding","HSCHR11_1_CTG6",89802,90700
"1888","ENSG00000277068",387267,"KRTAP5-4","protein_coding","HSCHR11_1_CTG6",103195,104375
"1889","ENSG00000278210",387264,"KRTAP5-1","protein_coding","HSCHR11_1_CTG6",66579,67520
"1890","ENSG00000129028",56906,"THAP10","protein_coding","15",70881342,70892433
"1891","ENSG00000277291",439915,"KRTAP5-5","protein_coding","HSCHR11_1_CTG6",112012,112944
"1892","ENSG00000095777",53904,"MYO3A","protein_coding","10",25934229,26212532
"1893","ENSG00000140044",122953,"JDP2","protein_coding","14",75427716,75474111
"1894","ENSG00000273793",1850,"DUSP8","protein_coding","HSCHR11_1_CTG6",36281,54157
"1895","ENSG00000104660",23484,"LEPROTL1","protein_coding","8",30095408,30177208
"1896","ENSG00000276565",NA,"","protein_coding","HSCHR11_1_CTG6",62729,68226
"1897","ENSG00000171956",27023,"FOXB1","protein_coding","15",60004234,60061730
"1898","ENSG00000122033",219402,"MTIF3","protein_coding","13",27435643,27450591
"1899","ENSG00000277518",4588,"MUC6","protein_coding","HSCHR11_2_CTG1",75564,106271
"1900","ENSG00000123171",83446,"CCDC70","protein_coding","13",51861969,51866232
"1901","ENSG00000184735",168400,"DDX53","protein_coding","X",22999960,23003589
